Denumire Judet,Tip localitate,Localitate,Numar Locuitori,Suprafata
VRANCEA,COMUNA,URECHESTI,"2,525",315
VRANCEA,COMUNA,VALEA SARII,"2,000",363
VRANCEA,COMUNA,VIDRA,"7,263",988
VRANCEA,COMUNA,VINATORI,"6,213",991
VRANCEA,COMUNA,VINTILEASCA,"1,991",784
VRANCEA,COMUNA,VIRTESCOIU,"3,419",368
VRANCEA,COMUNA,VIZANTEA LIVEZI,"3,940",403
VRANCEA,COMUNA,VRINCIOAIA,"2,774",624
VRANCEA,COMUNA,VULTURU,"8,505","1,064"
MUN. BUCURESTI,SECTOR,SECTORUL 1,"197,390","6,992"
MUN. BUCURESTI,SECTOR,SECTORUL 2,"352,087","3,188"
MUN. BUCURESTI,SECTOR,SECTORUL 3,"407,622","3,404"
MUN. BUCURESTI,SECTOR,SECTORUL 4,"300,108","3,383"
MUN. BUCURESTI,SECTOR,SECTORUL 5,"289,407","2,920"
MUN. BUCURESTI,SECTOR,SECTORUL 6,"369,403","4,150"
