Denumire Judet,Tip localitate,Localitate,Numar Locuitori,Suprafata
SUCEAVA,COMUNA,SARU DORNEI,"4,169","2,271"
SUCEAVA,COMUNA,SATU MARE,"4,487",407
SUCEAVA,COMUNA,SCHEIA,"10,475","1,763"
SUCEAVA,COMUNA,SERBAUTI,"3,197",560
SUCEAVA,COMUNA,SIMINICEA,"3,020",728
SUCEAVA,COMUNA,SLATINA,"5,306",656
SUCEAVA,COMUNA,STRAJA,"5,668",840
SUCEAVA,COMUNA,STROIESTI,"3,370",689
SUCEAVA,COMUNA,STULPICANI,"6,067",302
SUCEAVA,COMUNA,SUCEVITA,"2,871",390
SUCEAVA,COMUNA,TODIRESTI,"5,753",891
SUCEAVA,COMUNA,UDESTI,"7,777",836
SUCEAVA,COMUNA,ULMA,"2,200","1,443"
SUCEAVA,COMUNA,VADU MOLDOVEI,"4,379",756
SUCEAVA,COMUNA,VALEA MOLDOVEI,"4,035",288
SUCEAVA,COMUNA,VAMA,"6,302",520
SUCEAVA,COMUNA,VATRA MOLDOVITEI,"4,477","1,010"
SUCEAVA,COMUNA,VERESTI,"7,272",642
SUCEAVA,COMUNA,VICOVU DE JOS,"6,340",811
SUCEAVA,COMUNA,VOITINEL,"4,432",401
SUCEAVA,COMUNA,VOLOVAT,"5,429",498
SUCEAVA,COMUNA,VULTURESTI,"3,537",421
SUCEAVA,COMUNA,ZAMOSTEA,"3,059",865
SUCEAVA,COMUNA,ZVORISTEA,"6,171","1,100"
TELEORMAN,MUNICIPIU,ALEXANDRIA,"47,662","1,081"
TELEORMAN,MUNICIPIU,ROSIORI DE VEDE,"28,770",992
TELEORMAN,MUNICIPIU,TURNU MAGURELE,"26,979","1,337"
TELEORMAN,ORAS,VIDELE,"11,495",975
TELEORMAN,ORAS,ZIMNICEA,"14,400","1,084"
TELEORMAN,COMUNA,BABAITA,"2,626",315
TELEORMAN,COMUNA,BALACI,"1,855",628
TELEORMAN,COMUNA,BECIU,"1,831",207
TELEORMAN,COMUNA,BEUCA,"1,428",284
TELEORMAN,COMUNA,BLEJESTI,"3,818",534
TELEORMAN,COMUNA,BOGDANA,"2,446",448
TELEORMAN,COMUNA,BOTOROAGA,"5,553",572
TELEORMAN,COMUNA,BRAGADIRU,"3,992",437
TELEORMAN,COMUNA,BRANCENI,"2,846",261
TELEORMAN,COMUNA,BUJORENI,"1,019",260
TELEORMAN,COMUNA,BUJORU,"1,667",186
TELEORMAN,COMUNA,BUZESCU,"4,351",225
TELEORMAN,COMUNA,CALINESTI,"3,308",398
TELEORMAN,COMUNA,CALMATUIU,"2,055",414
TELEORMAN,COMUNA,CALMATUIU DE SUS,"2,094",317
TELEORMAN,COMUNA,CERVENIA,"2,979",290
TELEORMAN,COMUNA,CIOLANESTI,"2,937",497
TELEORMAN,COMUNA,CIUPERCENI,"1,610",375
TELEORMAN,COMUNA,CONTESTI,"3,467",235
TELEORMAN,COMUNA,COSMESTI,"2,693",325
TELEORMAN,COMUNA,CRANGENI,"2,952",347
TELEORMAN,COMUNA,CRANGU,"1,446",244
TELEORMAN,COMUNA,CREVENICU,"1,537",283
TELEORMAN,COMUNA,DIDESTI,"1,283",234
TELEORMAN,COMUNA,DOBROTESTI,"4,576",575
TELEORMAN,COMUNA,DRACEA,"1,828",323
TELEORMAN,COMUNA,DRACSENEI,"1,782",363
TELEORMAN,COMUNA,DRAGANESTI DE VEDE,"2,144",177
TELEORMAN,COMUNA,DRAGANESTI VLASCA,"4,122",473
TELEORMAN,COMUNA,FANTANELE,"1,840",193
TELEORMAN,COMUNA,FRASINET,"2,829",337
TELEORMAN,COMUNA,FRUMOASA,"2,146",377
TELEORMAN,COMUNA,FURCULESTI,"3,372",440
TELEORMAN,COMUNA,GALATENI,"2,724",443
TELEORMAN,COMUNA,GRATIA,"2,742",279
TELEORMAN,COMUNA,ISLAZ,"5,352",412
TELEORMAN,COMUNA,IZVOARELE,"2,568",194
TELEORMAN,COMUNA,LISA,"2,192",246
TELEORMAN,COMUNA,LITA,"2,705",307
TELEORMAN,COMUNA,LUNCA,"3,201",233
TELEORMAN,COMUNA,MAGURA,"2,743",232
TELEORMAN,COMUNA,MALDAIENI,"4,371",500
TELEORMAN,COMUNA,MARZANESTI,"3,951",505
TELEORMAN,COMUNA,MAVRODIN,"2,381",270
TELEORMAN,COMUNA,MERENI,"2,865",336
TELEORMAN,COMUNA,MOSTENI,"1,503",174
TELEORMAN,COMUNA,NANOV,"3,539",201
TELEORMAN,COMUNA,NASTURELU,"2,619",226
TELEORMAN,COMUNA,NECSESTI,"1,177",266
TELEORMAN,COMUNA,NENCIULESTI,"2,597",136
TELEORMAN,COMUNA,OLTENI,"3,186",439
TELEORMAN,COMUNA,ORBEASCA,"7,555",580
TELEORMAN,COMUNA,PERETU,"7,222",396
TELEORMAN,COMUNA,PIATRA,"3,141",352
TELEORMAN,COMUNA,PIETROSANI,"2,794",308
TELEORMAN,COMUNA,PLOPII SLAVITESTI,"2,369",303
TELEORMAN,COMUNA,PLOSCA,"6,074",265
TELEORMAN,COMUNA,POENI,"2,934",355
TELEORMAN,COMUNA,POROSCHIA,"4,520",213
TELEORMAN,COMUNA,PURANI,"1,705",140
TELEORMAN,COMUNA,PUTINEIU,"2,288",431
TELEORMAN,COMUNA,RADOIESTI,"2,111",265
TELEORMAN,COMUNA,RASMIRESTI,805,143
TELEORMAN,COMUNA,SACENI,"1,233",462
TELEORMAN,COMUNA,SAELELE,"2,722",191
TELEORMAN,COMUNA,SALCIA,"2,738",348
TELEORMAN,COMUNA,SARBENI,"1,459",197
TELEORMAN,COMUNA,SCRIOASTEA,"3,948",365
TELEORMAN,COMUNA,SCURTU MARE,"1,722",440
TELEORMAN,COMUNA,SEACA,"2,445",354
TELEORMAN,COMUNA,SEGARCEA VALE,"3,179",457
TELEORMAN,COMUNA,SFINTESTI,"1,223",320
TELEORMAN,COMUNA,SILISTEA,"2,281",282
TELEORMAN,COMUNA,SILISTEA NOUA,"2,465",244
TELEORMAN,COMUNA,SLOBOZIA MANDRA,"1,651",425
TELEORMAN,COMUNA,SMARDIOASA,"2,437",255
TELEORMAN,COMUNA,STEJARU,"1,922",248
TELEORMAN,COMUNA,STOROBANEASA,"3,071",378
TELEORMAN,COMUNA,SUHAIA,"2,237",243
TELEORMAN,COMUNA,TALPA,"1,946",430
TELEORMAN,COMUNA,TATARASTII DE JOS,"3,623",609
TELEORMAN,COMUNA,TATARASTII DE SUS,"2,937",418
TELEORMAN,COMUNA,TIGANESTI,"5,070",295
TELEORMAN,COMUNA,TRAIAN,"1,746",260
TELEORMAN,COMUNA,TRIVALE MOSTENI,"2,667",456
TELEORMAN,COMUNA,TROIANUL,"3,044",357
TELEORMAN,COMUNA,UDA CLOCOCIOV,"1,810",212
TELEORMAN,COMUNA,VARTOAPE,"2,856",506
TELEORMAN,COMUNA,VEDEA,"2,913",318
TELEORMAN,COMUNA,VIISOARA,"1,792",173
TELEORMAN,COMUNA,VITANESTI,"2,805",447
TELEORMAN,COMUNA,ZAMBREASCA,"1,525",250
TIMIS,MUNICIPIU,TIMISOARA,"304,079","7,146"
TIMIS,MUNICIPIU,LUGOJ,"43,874","2,504"
TIMIS,ORAS,BUZIAS,"7,452",657
TIMIS,ORAS,CIACOVA,"5,158",925
TIMIS,ORAS,DETA,"6,514","1,165"
TIMIS,ORAS,FAGET,"7,209",997
TIMIS,ORAS,GATAIA,"6,186","1,385"
TIMIS,ORAS,JIMBOLIA,"11,817","1,374"
TIMIS,ORAS,RECAS,"9,013","1,518"
TIMIS,ORAS,SANICOLAU MARE,"13,113","1,390"
TIMIS,COMUNA,BALINT,"1,561",375
TIMIS,COMUNA,BANLOC,"2,801",916
TIMIS,COMUNA,BARA,290,523
TIMIS,COMUNA,BEBA VECHE,"1,498",298
TIMIS,COMUNA,BECICHERECUL MIC,"2,885","1,556"
TIMIS,COMUNA,BELINT,"2,615",649
TIMIS,COMUNA,BETHAUSEN,"2,702",438
TIMIS,COMUNA,BILED,"3,651",410
TIMIS,COMUNA,BIRDA,"2,026",430
TIMIS,COMUNA,BIRNA,"1,533",396
TIMIS,COMUNA,BOGDA,470,305
TIMIS,COMUNA,BOLDUR,"2,280",578
TIMIS,COMUNA,BRESTOVAT,672,396
TIMIS,COMUNA,BUCOVAT,"1,597",203
TIMIS,COMUNA,CARPINIS,"5,224",611
TIMIS,COMUNA,CENAD,"4,636",465
TIMIS,COMUNA,CENEI,"2,935",282
TIMIS,COMUNA,CHECEA,"2,103",196
TIMIS,COMUNA,CHEVERESU MARE,"2,098",873
TIMIS,COMUNA,COMLOSU MARE,"5,094",684
TIMIS,COMUNA,COSTEIU,"3,800",548
TIMIS,COMUNA,CRICIOVA,"1,705",367
TIMIS,COMUNA,CURTEA,"1,184",215
TIMIS,COMUNA,DAROVA,"3,006",799
TIMIS,COMUNA,DENTA,"3,163",672
TIMIS,COMUNA,DUDESTII NOI,"3,015","1,997"
TIMIS,COMUNA,DUDESTII VECHI,"4,278",752
TIMIS,COMUNA,DUMBRAVA,"2,617",528
TIMIS,COMUNA,DUMBRAVITA,"6,494","1,748"
TIMIS,COMUNA,FARDEA,"1,697",449
TIMIS,COMUNA,FIBIS,"1,660",356
TIMIS,COMUNA,FOIENI,"1,761",265
TIMIS,COMUNA,GAVOJDIA,"2,971",734
TIMIS,COMUNA,GHILAD,"1,835",526
TIMIS,COMUNA,GHIRODA,"6,107",883
TIMIS,COMUNA,GHIZELA,"1,148",448
TIMIS,COMUNA,GIARMATA,"6,661","4,597"
TIMIS,COMUNA,GIERA,"1,271",205
TIMIS,COMUNA,GIROC,"8,795",771
TIMIS,COMUNA,GIULVAZ,"3,080",596
TIMIS,COMUNA,GOTTLOB,"2,336",396
TIMIS,COMUNA,IECEA MARE,"2,487",300
TIMIS,COMUNA,JAMU MARE,"2,975",651
TIMIS,COMUNA,JEBEL,"3,582",502
TIMIS,COMUNA,LENAUHEIM,"5,972",820
TIMIS,COMUNA,LIEBLING,"3,883",415
TIMIS,COMUNA,LIVEZILE,"1,552",259
TIMIS,COMUNA,LOVRIN,"3,671",490
TIMIS,COMUNA,MANASTUR,"1,656",206
TIMIS,COMUNA,MARGINA,"2,253",570
TIMIS,COMUNA,MASLOC,"2,256",325
TIMIS,COMUNA,MORAVITA,"2,509",373
TIMIS,COMUNA,MOSNITA NOUA,"6,069","1,783"
TIMIS,COMUNA,NADRAG,"2,635",210
TIMIS,COMUNA,NITCHIDORF,"1,568",337
TIMIS,COMUNA,OHABA LUNGA,"1,101",284
TIMIS,COMUNA,ORTISOARA,"4,360",793
TIMIS,COMUNA,OTELEC,"1,673",272
TIMIS,COMUNA,PADURENI,"1,657",295
TIMIS,COMUNA,PARTA,"2,136",517
TIMIS,COMUNA,PECIU NOU,"5,158",580
TIMIS,COMUNA,PERIAM,"4,432",426
TIMIS,COMUNA,PESAC,"2,160",195
TIMIS,COMUNA,PIETROASA,"1,019",108
TIMIS,COMUNA,PISCHIA,"3,020","1,139"
TIMIS,COMUNA,RACOVITA,"2,873",711
TIMIS,COMUNA,REMETEA MARE,"2,295","2,765"
TIMIS,COMUNA,SACALAZ,"7,925","4,327"
TIMIS,COMUNA,SACOSU TURCESC,"3,139",799
TIMIS,COMUNA,SAG,"3,141",321
TIMIS,COMUNA,SANANDREI,"6,236",837
TIMIS,COMUNA,SANDRA,"2,960",496
TIMIS,COMUNA,SANMIHAIU ROMAN,"6,402",580
TIMIS,COMUNA,SARAVALE,"2,698",501
TIMIS,COMUNA,SATCHINEZ,"4,869",542
TIMIS,COMUNA,SECAS,406,202
TIMIS,COMUNA,SINPETRU MARE,"3,304",656
TIMIS,COMUNA,STIUCA,"1,943",368
TIMIS,COMUNA,TEREMIA MARE,"4,431",404
TIMIS,COMUNA,TOMESTI,"1,972",206
TIMIS,COMUNA,TOMNATIC,"3,227",286
TIMIS,COMUNA,TOPOLOVATU MARE,"2,643",794
TIMIS,COMUNA,TORMAC,"2,750",421
TIMIS,COMUNA,TRAIAN VUIA,"1,986",459
TIMIS,COMUNA,UIVAR,"2,737",518
TIMIS,COMUNA,V.V.DELAMARINA,"2,800",532
TIMIS,COMUNA,VALCANI,"1,363",299
TIMIS,COMUNA,VARIAS,"6,043","1,136"
TIMIS,COMUNA,VOITEG,"2,135",300
TULCEA,MUNICIPIU,TULCEA,"88,662","1,789"
TULCEA,ORAS,BABADAG,"10,216",678
TULCEA,ORAS,ISACCEA,"5,290",608
TULCEA,ORAS,MACIN,"10,599",451
TULCEA,ORAS,SULINA,"4,093",558
TULCEA,COMUNA,BAIA,"4,577",836
TULCEA,COMUNA,BEIDAUD,"1,552",452
TULCEA,COMUNA,BESTEPE,"1,891",487
TULCEA,COMUNA,C.A.ROSETTI,841,865
TULCEA,COMUNA,CARCALIU,"2,875",244
TULCEA,COMUNA,CASIMCEA,"2,911",806
TULCEA,COMUNA,CEAMURLIA DE JOS,"2,290",419
TULCEA,COMUNA,CEATALCHIOI,690,626
TULCEA,COMUNA,CERNA,"3,775",829
TULCEA,COMUNA,CHILIA VECHE,"2,326",427
TULCEA,COMUNA,CIUCUROVA,"2,120",444
TULCEA,COMUNA,CRISAN,"1,272",426
TULCEA,COMUNA,DAENI,"2,042",480
TULCEA,COMUNA,DOROBANTU,"1,405",390
TULCEA,COMUNA,FRECATEI,"3,657",906
TULCEA,COMUNA,GRECI,"5,318",536
TULCEA,COMUNA,GRINDU,"1,463",191
TULCEA,COMUNA,HAMCEARCA,"1,429",342
TULCEA,COMUNA,HORIA,"1,453",298
TULCEA,COMUNA,I.C.BRATIANU,"1,269",113
TULCEA,COMUNA,IZVOARELE,"1,984",327
TULCEA,COMUNA,JIJILA,"5,643",438
TULCEA,COMUNA,JURILOVCA,"4,520",634
TULCEA,COMUNA,LUNCAVITA,"4,332",513
TULCEA,COMUNA,M.KOGALNICEANU,"3,251",660
TULCEA,COMUNA,MAHMUDIA,"2,742",207
TULCEA,COMUNA,MALIUC,954,288
TULCEA,COMUNA,MIHAI BRAVU,"2,468",391
TULCEA,COMUNA,MURIGHIOL,"3,508",818
TULCEA,COMUNA,NALBANT,"2,861",522
TULCEA,COMUNA,NICULITEL,"4,445",418
TULCEA,COMUNA,NUFARU,"2,677",758
TULCEA,COMUNA,OSTROV,"1,904",221
TULCEA,COMUNA,PARDINA,688,238
TULCEA,COMUNA,PECENEAGA,"1,782",368
TULCEA,COMUNA,SARICHIOI,"6,652",865
TULCEA,COMUNA,SF.GHEORGHE,818,107
TULCEA,COMUNA,SLAVA CERCHEZA,"2,253",409
TULCEA,COMUNA,SMARDAN,"1,103",124
TULCEA,COMUNA,SOMOVA,"4,854",825
TULCEA,COMUNA,STEJARU,"1,731",225
TULCEA,COMUNA,TOPOLOG,"4,724","1,033"
TULCEA,COMUNA,TURCOAIA,"3,420",535
TULCEA,COMUNA,VACARENI,"2,256",266
TULCEA,COMUNA,VALEA NUCARILOR,"3,594",967
TULCEA,COMUNA,VALEA TEILOR,"1,491",158
VASLUI,MUNICIPIU,VASLUI,"74,676","1,639"
VASLUI,MUNICIPIU,BARLAD,"67,196","1,280"
VASLUI,MUNICIPIU,HUSI,"28,618","1,006"
VASLUI,ORAS,MURGENI,"7,840","1,078"
VASLUI,ORAS,NEGRESTI,"9,987",851
VASLUI,COMUNA,ALBESTI,"3,145",488
VASLUI,COMUNA,ALEXANDRU VLAHUTA,"1,320",393
VASLUI,COMUNA,ARSURA,"1,714",329
VASLUI,COMUNA,BACANI,"2,921",340
VASLUI,COMUNA,BACESTI,"4,502",432
VASLUI,COMUNA,BALTENI,"1,521",220
VASLUI,COMUNA,BANCA,"5,484",789
VASLUI,COMUNA,BEREZENI,"5,048",592
VASLUI,COMUNA,BLAGESTI,"1,457",561
VASLUI,COMUNA,BOGDANA,"1,702",398
VASLUI,COMUNA,BOGDANESTI,"3,366",620
VASLUI,COMUNA,BOGDANITA,"1,511",373
VASLUI,COMUNA,BOTESTI,"2,073",422
VASLUI,COMUNA,BUNESTI-AVERSTI,"2,602",584
VASLUI,COMUNA,CIOCANI,"1,851",240
VASLUI,COMUNA,CODAIESTI,"4,566",458
VASLUI,COMUNA,COROIESTI,"2,113",536
VASLUI,COMUNA,COSTESTI,"3,116",611
VASLUI,COMUNA,COZMESTI,"2,443",420
VASLUI,COMUNA,CRETESTI,"1,842",305
VASLUI,COMUNA,DANESTI,"2,132",416
VASLUI,COMUNA,DELENI,"2,412",513
VASLUI,COMUNA,DELESTI,"2,290",441
VASLUI,COMUNA,DIMITRIE CANTEMIR,"2,683",520
VASLUI,COMUNA,DODESTI,"1,837",303
VASLUI,COMUNA,DRAGOMIRESTI,"5,022",643
VASLUI,COMUNA,DRINCENI,"4,646",533
VASLUI,COMUNA,DUDA-EPURENI,"4,606",499
VASLUI,COMUNA,DUMESTI,"3,656",438
VASLUI,COMUNA,EPURENI,"2,970",496
VASLUI,COMUNA,FALCIU,"5,476",825
VASLUI,COMUNA,FERESTI,"2,165",306
VASLUI,COMUNA,FRUNTISENI,"1,940",220
VASLUI,COMUNA,GAGESTI,"2,121",306
VASLUI,COMUNA,GHERGHESTI,"2,755",734
VASLUI,COMUNA,GIRCENI,"2,464",560
VASLUI,COMUNA,GRIVITA,"3,717",435
VASLUI,COMUNA,HOCENI,"2,850",592
VASLUI,COMUNA,IANA,"4,159",572
VASLUI,COMUNA,IBANESTI,"1,542",327
VASLUI,COMUNA,IVANESTI,"4,548","1,188"
VASLUI,COMUNA,IVESTI,"2,672",283
VASLUI,COMUNA,LAZA,"3,082",400
VASLUI,COMUNA,LIPOVAT,"4,367",583
VASLUI,COMUNA,LUNCA-BANULUI,"3,724",405
VASLUI,COMUNA,MALUSTENI,"2,635",597
VASLUI,COMUNA,MICLESTI,"2,738",372
VASLUI,COMUNA,MUNTENI DE JOS,"4,134",647
VASLUI,COMUNA,MUNTENI DE SUS,"4,222",282
VASLUI,COMUNA,OLTENESTI,"2,768",596
VASLUI,COMUNA,OSESTI,"3,251",629
VASLUI,COMUNA,PADURENI,"3,953",779
VASLUI,COMUNA,PERIENI,"3,626",356
VASLUI,COMUNA,POCHIDIA,"1,851",273
VASLUI,COMUNA,POGANA,"3,256",432
VASLUI,COMUNA,POGONESTI,"1,825",214
VASLUI,COMUNA,POIENESTI,"3,169",635
VASLUI,COMUNA,PUIESTI,"4,801","1,145"
VASLUI,COMUNA,PUNGESTI,"3,358",621
VASLUI,COMUNA,PUSCASI,"3,901",237
VASLUI,COMUNA,RAFAILA,"1,928",253
VASLUI,COMUNA,REBRICEA,"3,771",671
VASLUI,COMUNA,ROSIESTI,"3,329",607
VASLUI,COMUNA,SOLESTI,"3,802",631
VASLUI,COMUNA,STANILESTI,"5,402",548
VASLUI,COMUNA,STEFAN CEL MARE,"3,452",535
VASLUI,COMUNA,SULETEA,"2,380",514
VASLUI,COMUNA,TACUTA,"3,312",473
VASLUI,COMUNA,TANACU,"1,986",438
VASLUI,COMUNA,TATARANI,"2,258",531
VASLUI,COMUNA,TODIRESTI,"3,440",624
VASLUI,COMUNA,TUTOVA,"3,728",418
VASLUI,COMUNA,VALENI,"4,742",403
VASLUI,COMUNA,VETRISOAIA,"3,117",369
VASLUI,COMUNA,VIISOARA,"1,807",385
VASLUI,COMUNA,VINDEREI,"4,169",867
VASLUI,COMUNA,VOINESTI,"3,933",776
VASLUI,COMUNA,VULTURESTI,"2,319",344
VASLUI,COMUNA,VUTCANI,"2,095",399
VASLUI,COMUNA,ZAPODENI,"3,997","1,133"
VASLUI,COMUNA,ZORLENI,"9,831",708
VALCEA,MUNICIPIU,RAMNICU VALCEA,"110,415","3,586"
VALCEA,MUNICIPIU,DRAGASANI,"19,631","1,112"
VALCEA,ORAS,BABENI,"9,946",889
VALCEA,ORAS,BAILE GOVORA,"2,843",232
VALCEA,ORAS,BAILE OLANESTI,"4,515",485
VALCEA,ORAS,BALCESTI,"5,383",792
VALCEA,ORAS,BERBESTI,"5,425",686
VALCEA,ORAS,BREZOI,"6,851",691
VALCEA,ORAS,CALIMANESTI,"8,715",635
VALCEA,ORAS,HOREZU,"6,552","1,024"
VALCEA,ORAS,OCNELE MARI,"3,552",789
VALCEA,COMUNA,ALUNU,"4,338",566
VALCEA,COMUNA,AMARASTI,"1,888",379
VALCEA,COMUNA,BARBATESTI,"3,593",563
VALCEA,COMUNA,BERISLAVESTI,"2,895",317
VALCEA,COMUNA,BOISOARA,"1,278",226
VALCEA,COMUNA,BUDESTI,"6,189",731
VALCEA,COMUNA,BUJORENI,"4,926",563
VALCEA,COMUNA,BUNESTI,"2,720",291
VALCEA,COMUNA,CAINENI,"2,527",527
VALCEA,COMUNA,CERNISOARA,"3,767",448
VALCEA,COMUNA,COPACENI,"2,939",390
VALCEA,COMUNA,COSTESTI,"3,253",491
VALCEA,COMUNA,CRETENI,"2,378",317
VALCEA,COMUNA,DAESTI,"3,139",538
VALCEA,COMUNA,DANICEI,"2,205",565
VALCEA,COMUNA,DICULESTI,"2,042",272
VALCEA,COMUNA,DRAGOESTI,"2,117",410
VALCEA,COMUNA,FARTATESTI,"4,275",733
VALCEA,COMUNA,FAURESTI,"1,518",302
VALCEA,COMUNA,FRANCESTI,"5,620",788
VALCEA,COMUNA,GALICEA,"3,983",727
VALCEA,COMUNA,GHIOROIU,"1,765",418
VALCEA,COMUNA,GLAVILE,"2,148",507
VALCEA,COMUNA,GOLESTI,"2,721",664
VALCEA,COMUNA,GRADISTEA,"2,777",513
VALCEA,COMUNA,GUSOIENI,"1,588",270
VALCEA,COMUNA,IONESTI,"4,562",628
VALCEA,COMUNA,LACUSTENI,"1,582",330
VALCEA,COMUNA,LADESTI,"1,862",720
VALCEA,COMUNA,LALOSU,"2,478",220
VALCEA,COMUNA,LAPUSATA,"2,254",514
VALCEA,COMUNA,LIVEZI,"2,540",670
VALCEA,COMUNA,LUNGESTI,"3,483",376
VALCEA,COMUNA,MACIUCA,"1,911",392
VALCEA,COMUNA,MADULARI,"1,460",395
VALCEA,COMUNA,MALAIA,"1,905",397
VALCEA,COMUNA,MALDARESTI,"1,987",380
VALCEA,COMUNA,MATEESTI,"3,187",558
VALCEA,COMUNA,MIHAESTI,"6,834",843
VALCEA,COMUNA,MILCOIU,"1,399",646
VALCEA,COMUNA,MITROFANI,"1,261",140
VALCEA,COMUNA,MUEREASCA,"2,685",356
VALCEA,COMUNA,NICOLAE BALCESCU,"3,541",785
VALCEA,COMUNA,OLANU,"3,112",389
VALCEA,COMUNA,ORLESTI,"3,292",287
VALCEA,COMUNA,OTESANI,"2,696",360
VALCEA,COMUNA,PAUSESTI MAGLASI,"4,161",460
VALCEA,COMUNA,PAUSESTI OTASAU,"2,740",348
VALCEA,COMUNA,PERISANI,"2,269",535
VALCEA,COMUNA,PESCEANA,"1,770",378
VALCEA,COMUNA,PIETRARI,"3,060",295
VALCEA,COMUNA,POPESTI,"3,201",285
VALCEA,COMUNA,PRUNDENI,"4,363",464
VALCEA,COMUNA,RACOVITA,"1,834",251
VALCEA,COMUNA,ROESTI,"2,193",398
VALCEA,COMUNA,ROSIILE,"2,601",704
VALCEA,COMUNA,RUNCU,"1,050",333
VALCEA,COMUNA,SALATRUCEL,"2,058",524
VALCEA,COMUNA,SCUNDU,"2,066",303
VALCEA,COMUNA,SINESTI,"2,511",601
VALCEA,COMUNA,SIRINEASA,"2,568",330
VALCEA,COMUNA,SLATIOARA,"3,451",728
VALCEA,COMUNA,STANESTI,"1,422",400
VALCEA,COMUNA,STEFANESTI,"3,364",281
VALCEA,COMUNA,STOENESTI,"3,567",496
VALCEA,COMUNA,STOILESTI,"4,035",467
VALCEA,COMUNA,STROESTI,"2,878",409
VALCEA,COMUNA,SUSANI,"3,312",490
VALCEA,COMUNA,SUTESTI,"1,919",288
VALCEA,COMUNA,TETOIU,"2,604",479
VALCEA,COMUNA,TITESTI,"1,034",124
VALCEA,COMUNA,TOMSANI,"3,814",689
VALCEA,COMUNA,VAIDEENI,"3,951",752
VALCEA,COMUNA,VALEA MARE,"2,948",433
VALCEA,COMUNA,VLADESTI,"3,090",530
VALCEA,COMUNA,VOICESTI,"1,651",190
VALCEA,COMUNA,VOINEASA,"1,565",708
VALCEA,COMUNA,ZATRENI,"2,370",548
VRANCEA,MUNICIPIU,FOCSANI,"96,733","1,799"
VRANCEA,MUNICIPIU,ADJUD,"18,280",757
VRANCEA,ORAS,MARASESTI,"12,651",600
VRANCEA,ORAS,ODOBESTI,"9,271",506
VRANCEA,ORAS,PANCIU,"8,539",568
VRANCEA,COMUNA,ANDREIASU DE JOS,"1,811",492
VRANCEA,COMUNA,BALESTI,"1,961",182
VRANCEA,COMUNA,BILIESTI,"2,704",522
VRANCEA,COMUNA,BIRSESTI,"1,479",135
VRANCEA,COMUNA,BOGHESTI,"1,619",522
VRANCEA,COMUNA,BOLOTESTI,"4,821",711
VRANCEA,COMUNA,BORDESTI,"1,791",234
VRANCEA,COMUNA,BROSTENI,"2,233",258
VRANCEA,COMUNA,CHIOJDENI,"2,454",695
VRANCEA,COMUNA,CIMPINEANCA,"3,856",339
VRANCEA,COMUNA,CIMPURI,"3,832",498
VRANCEA,COMUNA,CIORASTI,"3,146",512
VRANCEA,COMUNA,CIRLIGELE,"2,975",457
VRANCEA,COMUNA,CORBITA,"1,836",492
VRANCEA,COMUNA,COTESTI,"5,111",776
VRANCEA,COMUNA,DUMBRAVENI,"4,393",446
VRANCEA,COMUNA,DUMITRESTI,"4,704","1,413"
VRANCEA,COMUNA,FITIONESTI,"2,713",437
VRANCEA,COMUNA,GAROAFA,"4,770",610
VRANCEA,COMUNA,GOLESTI,"4,520",433
VRANCEA,COMUNA,GOLOGANU,"3,277",296
VRANCEA,COMUNA,GUGESTI,"6,758",392
VRANCEA,COMUNA,GURA CALITEI,"2,718","1,059"
VRANCEA,COMUNA,HOMOCEA,"7,165",410
VRANCEA,COMUNA,JARISTEA,"4,090",542
VRANCEA,COMUNA,JITIA,"1,577",371
VRANCEA,COMUNA,MAICANESTI,"4,569",645
VRANCEA,COMUNA,MERA,"3,998",596
VRANCEA,COMUNA,MILCOVUL,"3,426",327
VRANCEA,COMUNA,MOVILITA,"3,912",600
VRANCEA,COMUNA,NANESTI,"2,330",342
VRANCEA,COMUNA,NARUJA,"1,892",326
VRANCEA,COMUNA,NEGRILESTI,"1,682",175
VRANCEA,COMUNA,NEREJU,"4,419",834
VRANCEA,COMUNA,NISTORESTI,"2,153",344
VRANCEA,COMUNA,OBREJITA,"1,739",154
VRANCEA,COMUNA,PALTIN,"2,000",382
VRANCEA,COMUNA,PAULESTI,"2,093",148
VRANCEA,COMUNA,PAUNESTI,"6,540",720
VRANCEA,COMUNA,PLOSCUTENI,"3,526",234
VRANCEA,COMUNA,POIANA CRISTEI,"2,598",798
VRANCEA,COMUNA,POPESTI,"3,378",426
VRANCEA,COMUNA,PUFESTI,"4,202",627
VRANCEA,COMUNA,RACOASA,"3,359",406
VRANCEA,COMUNA,RASTOACA,"2,497",273
VRANCEA,COMUNA,REGHIU,"2,401",850
VRANCEA,COMUNA,RUGINESTI,"4,204",773
VRANCEA,COMUNA,SIHLEA,"5,373",526
VRANCEA,COMUNA,SLOB. BRADULUI,"7,050",302
VRANCEA,COMUNA,SLOB. CIORASTI,"2,000",309
VRANCEA,COMUNA,SOVEJA,"2,338",258
VRANCEA,COMUNA,SPULBER,"1,412",485
VRANCEA,COMUNA,STRAOANE,"3,689",430
VRANCEA,COMUNA,SURAIA,"5,651",996
VRANCEA,COMUNA,TANASOAIA,"2,144",451
VRANCEA,COMUNA,TATARANU,"4,697",800
VRANCEA,COMUNA,TIFESTI,"5,114",702
VRANCEA,COMUNA,TIMBOIESTI,"3,198",309
VRANCEA,COMUNA,TULNICI,"3,881",800
