Denumire Judet,Localitate,Numar Locuitori
CLUJ,SINCRAIU,"1,661"
CLUJ,SINMARTIN,"1,416"
CLUJ,SINPAUL,"2,500"
CLUJ,SUATU,"1,665"
CLUJ,TAGA,"1,932"
CLUJ,TRITENII DE JOS,"4,681"
CLUJ,TURENI,"2,382"
CLUJ,UNGURAS,"2,791"
CLUJ,VAD,"1,941"
CLUJ,VALEA IERII,889
CLUJ,VIISOARA,"5,937"
CLUJ,VULTURENI,"1,409"
CLUJ Total,,"693,042"
CONSTAN?A,CONSTANTA,"296,695"
CONSTAN?A,MANGALIA,"39,198"
CONSTAN?A,MEDGIDIA,"43,121"
CONSTAN?A,BANEASA,"5,493"
CONSTAN?A,CERNAVOD?,"18,179"
CONSTAN?A,EFORIE,"10,663"
CONSTAN?A,HaR?OVA,"10,466"
CONSTAN?A,MURFATLAR,"10,741"
CONSTAN?A,N?VODARI,"37,133"
CONSTAN?A,NEGRUVODA,"5,545"
CONSTAN?A,OVIDIU,"14,518"
CONSTAN?A,TECHIRGHIOL,"7,783"
CONSTAN?A,23 AUGUST,"5,569"
CONSTAN?A,ADAMCLISI,"2,339"
CONSTAN?A,AGIGEA,"7,537"
CONSTAN?A,ALBE?TI,"3,542"
CONSTAN?A,ALIMAN,"2,866"
CONSTAN?A,AMZACEA,"2,721"
CONSTAN?A,B?R?GANU,"1,803"
CONSTAN?A,CASTELU,"5,350"
CONSTAN?A,CERCHEZU,"1,442"
CONSTAN?A,CHIRNOGENI,"3,301"
CONSTAN?A,CIOBANU,"3,415"
CONSTAN?A,CIOCaRLIA,"3,035"
CONSTAN?A,COBADIN,"9,060"
CONSTAN?A,COGEALAC,"5,425"
CONSTAN?A,COMANA,"1,816"
CONSTAN?A,CORBU,"6,185"
CONSTAN?A,COSTINE?TI,"2,828"
CONSTAN?A,CRUCEA,"3,098"
CONSTAN?A,CUMP?NA,"13,087"
CONSTAN?A,CUZA VODA,"4,037"
CONSTAN?A,DELENI,"2,397"
CONSTAN?A,DOBROMIR,"3,097"
CONSTAN?A,DUMBR?VENI,607
CONSTAN?A,FANTANELE,"1,708"
CONSTAN?A,GaRLICIU,"1,719"
CONSTAN?A,GHIND?RES?I,"2,641"
CONSTAN?A,GRADINA,"1,127"
CONSTAN?A,HORIA,"1,892"
CONSTAN?A,INDEPENDEN?A,"2,984"
CONSTAN?A,ION CORVIN,"2,083"
CONSTAN?A,ISTRIA,"2,588"
CONSTAN?A,LIMANU,"6,461"
CONSTAN?A,LIPNI?A,"3,063"
CONSTAN?A,LUMINA,"10,228"
CONSTAN?A,M VITEAZU,"3,537"
CONSTAN?A,M VOD?,"5,096"
CONSTAN?A,M. KOG?LNICEANU,"10,227"
CONSTAN?A,MERENI,"2,270"
CONSTAN?A,N B?LCESCU,"5,086"
CONSTAN?A,OLTINA,"2,716"
CONSTAN?A,OSTROV,"5,196"
CONSTAN?A,PANTELIMON,"1,784"
CONSTAN?A,PECINEAGA,"3,320"
CONSTAN?A,PE?TERA,"3,482"
CONSTAN?A,POARTA ALB?,"5,144"
CONSTAN?A,RASOVA,"3,906"
CONSTAN?A,SALIGNY,"2,530"
CONSTAN?A,SARAIU,"1,288"
CONSTAN?A,S?CELE,"2,252"
CONSTAN?A,SEIMENI,"2,152"
CONSTAN?A,SILI?TEA,"1,398"
CONSTAN?A,TaRGU?OR,"1,592"
CONSTAN?A,TOPALU,"1,744"
CONSTAN?A,TOPRAISAR,"5,862"
CONSTAN?A,TORTOMANU,"1,741"
CONSTAN?A,TUZLA,"7,047"
CONSTAN?A,VALU LUI TRAIAN,"13,226"
CONSTAN?A,VULTURU,699
CONSTANTA Total,,"723,881"
COVASNA,SF.GHEORGHE,"60,393"
COVASNA,TG.SECUIESC,"19,622"
COVASNA,BARAOLT,"9,213"
COVASNA,COVASNA,"10,984"
COVASNA,INT.BUZAULUI,"8,922"
COVASNA,AITA MARE,"1,742"
COVASNA,ARCUS,"1,502"
COVASNA,BARCANI,"3,946"
COVASNA,BATANI,"4,535"
COVASNA,BELIN,"2,908"
COVASNA,BIXAD,"1,970"
COVASNA,BODOC,"2,485"
COVASNA,BOROSNEU,"3,315"
COVASNA,BRADUT,"4,955"
COVASNA,BRATES,"1,462"
COVASNA,BRETCU,"3,682"
COVASNA,CATALINA,"3,357"
COVASNA,CERNAT,"3,920"
COVASNA,CHICHIS,"1,631"
COVASNA,COMANDAU,973
COVASNA,DALNIC,928
COVASNA,DOBARLAU,"2,132"
COVASNA,ESTELNIC,"1,136"
COVASNA,GHELINTA,"5,071"
COVASNA,GHIDFALAU,"2,685"
COVASNA,HAGHIG,"2,223"
COVASNA,ILIENI,"2,079"
COVASNA,LEMNIA,"1,922"
COVASNA,MALNAS,"1,120"
COVASNA,MERENI,"1,266"
COVASNA,MICFALAU,"1,860"
COVASNA,MOACSA,"1,254"
COVASNA,OJDULA,"3,467"
COVASNA,OZUN,"4,627"
COVASNA,POIAN,"1,765"
COVASNA,RECI,"2,234"
COVASNA,SANZIENI,"4,611"
COVASNA,SITA BUZAULUI,"4,760"
COVASNA,TURIA,"3,827"
COVASNA,VALCELE,"4,636"
COVASNA,VALEA CRISULUI,"2,429"
COVASNA,VALEA MARE,"1,190"
COVASNA,VARGHIS,"1,778"
COVASNA,ZABALA,"4,936"
COVASNA,ZAGON,"5,387"
COVASNA Total,,"220,840"
DaMBOVI?A,MUN.TARGOVISTE,"86,423"
DaMBOVI?A,MUN.MORENI,"19,614"
DaMBOVI?A,FIENI,"7,535"
DaMBOVI?A,GAESTI,"14,693"
DaMBOVI?A,PUCIOASA,"14,992"
DaMBOVI?A,RACARI,"6,565"
DaMBOVI?A,TITU,"10,000"
DaMBOVI?A,ANINOASA,"6,233"
DaMBOVI?A,BALENI,"8,752"
DaMBOVI?A,BARBULETU,"2,361"
DaMBOVI?A,BEZDEAD,"4,585"
DaMBOVI?A,BILCIURESTI,"1,847"
DaMBOVI?A,BRANESTI,"3,739"
DaMBOVI?A,BRANISTE,"4,303"
DaMBOVI?A,BREZOAELE,"3,546"
DaMBOVI?A,BUCIUMENI,"4,528"
DaMBOVI?A,BUCSANI,"6,958"
DaMBOVI?A,BUTIMANU,"2,300"
DaMBOVI?A,CANDESTI,"2,898"
DaMBOVI?A,CIOCANESTI,"5,068"
DaMBOVI?A,COBIA,"3,062"
DaMBOVI?A,COJASCA,"8,221"
DaMBOVI?A,COMISANI,"5,253"
DaMBOVI?A,CONTESTI,"5,467"
DaMBOVI?A,CORBII MARI,"8,473"
DaMBOVI?A,CORNATELU,"1,550"
DaMBOVI?A,CORNESTI,"6,786"
DaMBOVI?A,COSTESTI VALE,"3,555"
DaMBOVI?A,CRANGURI,"3,472"
DaMBOVI?A,CREVEDIA,"6,458"
DaMBOVI?A,DARMANESTI,"4,810"
DaMBOVI?A,DOBRA,"3,735"
DaMBOVI?A,DOICESTI,"5,029"
DaMBOVI?A,DRAGODANA,"6,785"
DaMBOVI?A,DRAGOMIRESTI,"8,807"
DaMBOVI?A,FINTA,"4,355"
DaMBOVI?A,GLODENI,"4,284"
DaMBOVI?A,GURA FOII,"2,172"
DaMBOVI?A,GURA OCNITEI,"7,698"
DaMBOVI?A,GURA SUTII,"5,340"
DaMBOVI?A,HULUBESTI,"3,325"
DaMBOVI?A,I. L. CARAGIALE,"7,078"
DaMBOVI?A,IEDERA,"4,003"
DaMBOVI?A,LUCIENI,"3,131"
DaMBOVI?A,LUDESTI,"5,147"
DaMBOVI?A,LUNGULETU,"5,727"
DaMBOVI?A,MALU CU FLORI,"2,382"
DaMBOVI?A,MANESTI,"5,171"
DaMBOVI?A,MATASARU,"5,436"
DaMBOVI?A,MOGOSANI,"4,243"
DaMBOVI?A,MOROIENI,"5,174"
DaMBOVI?A,MORTENI,"2,889"
DaMBOVI?A,MOTAIENI,"2,183"
DaMBOVI?A,NICULESTI,"4,466"
DaMBOVI?A,NUCET,"4,333"
DaMBOVI?A,OCNITA,"4,458"
DaMBOVI?A,ODOBESTI,"4,946"
DaMBOVI?A,PERSINARI,"3,100"
DaMBOVI?A,PETRESTI,"5,794"
DaMBOVI?A,PIETRARI,"2,533"
DaMBOVI?A,PIETROSITA,"3,170"
DaMBOVI?A,POIANA,"3,771"
DaMBOVI?A,POTLOGI,"8,847"
DaMBOVI?A,PRODULESTI,"3,392"
DaMBOVI?A,PUCHENI,"1,980"
DaMBOVI?A,RACIU,"3,464"
DaMBOVI?A,RASCAETI,"2,285"
DaMBOVI?A,RAU ALB,"1,564"
DaMBOVI?A,RAZVAD,"9,104"
DaMBOVI?A,RUNCU,"4,580"
DaMBOVI?A,SALCIOARA,"3,940"
DaMBOVI?A,SELARU,"3,335"
DaMBOVI?A,SLOBOZIA MOARA,"2,241"
DaMBOVI?A,SOTANGA,"7,054"
DaMBOVI?A,TARTASESTI,"5,263"
DaMBOVI?A,TATARANI,"5,453"
DaMBOVI?A,ULIESTI,"4,342"
DaMBOVI?A,ULMI,"4,425"
DaMBOVI?A,VACARESTI,"5,104"
DaMBOVI?A,VALEA MARE,"2,235"
DaMBOVI?A,VALEALUNGA,"4,842"
DaMBOVI?A,VALENI DAMBOVITA,"2,715"
DaMBOVI?A,VARFURI,"1,914"
DaMBOVI?A,VISINA,"4,002"
DaMBOVI?A,VISINESTI,"1,960"
DaMBOVI?A,VLADENI,"2,807"
DaMBOVI?A,VOINESTI,"6,133"
DaMBOVI?A,VULCANA BAI,"3,308"
DaMBOVI?A,VULCANA PANDELE,"5,243"
DAMBOVITA Total,,"526,244"
DOLJ,CRAIOVA,"294,510"
DOLJ,BAILESTI,"19,150"
DOLJ,CALAFAT,"16,732"
DOLJ,BECHET,"3,883"
DOLJ,DABULENI,"12,265"
DOLJ,FILIASI,"18,206"
DOLJ,SEGARCEA,"7,989"
DOLJ,AFUMATI,"2,849"
DOLJ,ALMAJ,"1,921"
DOLJ,AMARASTII DE JOS,"5,643"
DOLJ,AMARASTII DE SUS,"1,366"
DOLJ,APELE VII,"2,146"
DOLJ,ARGETOAIA,"4,569"
DOLJ,BIRCA,"3,919"
DOLJ,BISTRET,"4,281"
DOLJ,BOTOSESTI-PAIA,785
DOLJ,BRABOVA,"1,358"
DOLJ,BRADESTI,"4,549"
DOLJ,BRALOSTITA,"3,788"
DOLJ,BRATOVOIESTI,"3,244"
DOLJ,BREASTA,"4,081"
DOLJ,BUCOVAT,"4,183"
DOLJ,BULZESTI,"1,546"
DOLJ,CALARASI,"5,958"
DOLJ,CALOPAR,"3,877"
DOLJ,CARAULA,"2,459"
DOLJ,CARCEA,"2,209"
DOLJ,CARNA,"1,508"
DOLJ,CARPEN,"2,413"
DOLJ,CASTRANOVA,"3,323"
DOLJ,CATANE,"2,053"
DOLJ,CELARU,"4,479"
DOLJ,CERAT,"4,069"
DOLJ,CERNATESTI,"1,833"
DOLJ,CETATE,"5,434"
DOLJ,CIOROIASI,"1,549"
DOLJ,CIUPERCENII NOI,"5,403"
DOLJ,COSOVENI,"3,092"
DOLJ,COTOFENII DIN DOS,"2,381"
DOLJ,COTOFENII DIN FATA,"2,063"
DOLJ,DANETI,"6,206"
DOLJ,DESA,"4,830"
DOLJ,DIOSTI,"3,024"
DOLJ,DOBRESTI,"2,474"
DOLJ,DOBROTESTI,"1,856"
DOLJ,DRAGOTESTI,"2,240"
DOLJ,DRANIC,"2,580"
DOLJ,FARCAS,"1,940"
DOLJ,GALICEA MARE,"4,239"
DOLJ,GALICIUICA,"1,631"
DOLJ,GHERCESTI,"1,691"
DOLJ,GHIDICI,"2,504"
DOLJ,GHINDENI,"1,851"
DOLJ,GIGHERA,"3,052"
DOLJ,GINGIOVA,"2,540"
DOLJ,GIUBEGA,"2,082"
DOLJ,GIURGITA,"2,877"
DOLJ,GOGOSU,674
DOLJ,GOICEA,"2,678"
DOLJ,GOIESTI,"3,096"
DOLJ,GRECESTI,"1,717"
DOLJ,INTORSURA,"1,508"
DOLJ,ISALNITA,"3,996"
DOLJ,IZVOARE,"1,749"
DOLJ,LEU,"4,703"
DOLJ,LIPOVU,"3,208"
DOLJ,MACESU DE JOS,"1,312"
DOLJ,MACESU DE SUS,"1,320"
DOLJ,MAGLAVIT,"5,098"
DOLJ,MALU MARE,"3,871"
DOLJ,MELINESTI,"4,122"
DOLJ,MIRSANI,"4,610"
DOLJ,MISCHII,"1,704"
DOLJ,MOTATEI,"7,266"
DOLJ,MURGASI,"2,578"
DOLJ,NEGOI,"2,305"
DOLJ,ORODEL,"2,836"
DOLJ,OSTROVENI,"5,055"
DOLJ,PERISOR,"1,807"
DOLJ,PIELESTI,"3,704"
DOLJ,PISCU VECHI,"2,576"
DOLJ,PLENITA,"4,722"
DOLJ,PLESOI,"1,285"
DOLJ,PODARI,"6,931"
DOLJ,POIANA MARE,"11,396"
DOLJ,PREDESTI,"2,000"
DOLJ,RADOVAN,"1,284"
DOLJ,RAST,"3,519"
DOLJ,ROBANESTI,"2,379"
DOLJ,ROJISTE,"2,605"
DOLJ,SADOVA,"8,466"
DOLJ,SALCUTA,"2,175"
DOLJ,SCAIESTI,"2,115"
DOLJ,SEACA DE CIMP,"1,892"
DOLJ,SEACA DE PADURE,"1,018"
DOLJ,SECU,"1,055"
DOLJ,SILISTEA CRUCII,"1,573"
DOLJ,SIMNICU DE SUS,"4,555"
DOLJ,SOPOT,"1,611"
DOLJ,TALPAS,"1,558"
DOLJ,TEASC,"3,161"
DOLJ,TERPEZITA,"1,682"
DOLJ,TESLUI,"2,420"
DOLJ,TUGLUI,"2,886"
DOLJ,UNIREA,"3,891"
DOLJ,URZICUTA,"2,907"
DOLJ,VALEA STANCIULUI,"5,423"
DOLJ,VARTOP,"1,529"
DOLJ,VARVORU DE JOS,"2,837"
DOLJ,VELA,"1,909"
DOLJ,VERBITA,"1,297"
DOLJ Total,,"690,257"
GALA?I,GALATI,"285,416"
GALA?I,TECUCI,"41,891"
GALA?I,BERESTI,"3,134"
GALA?I,TARGU BUJOR,"7,403"
GALA?I,BALABANESTI,"2,128"
GALA?I,BALASESTI,"2,377"
GALA?I,BALENI,"2,432"
GALA?I,BANEASA,"2,127"
GALA?I,BARCEA,"6,261"
GALA?I,BERESTI-MERIA,"3,857"
GALA?I,BRAHASESTI,"8,975"
GALA?I,BRANISTEA,"4,336"
GALA?I,BUCIUMENI,"2,555"
GALA?I,CAVADINESTI,"2,982"
GALA?I,CERTESTI,"2,316"
GALA?I,CORNI,"2,123"
GALA?I,COROD,"7,219"
GALA?I,COSMESTI,"6,600"
GALA?I,COSTACHE NEGRI,"2,672"
GALA?I,CUCA,"2,251"
GALA?I,CUDALBI,"7,536"
GALA?I,CUZA VODA,"3,236"
GALA?I,DRAGANESTI,"6,199"
GALA?I,DRAGUSENI,"5,657"
GALA?I,FIRTANESTI,"5,219"
GALA?I,FOLTESTI,"3,390"
GALA?I,FRUMUSITA,"5,436"
GALA?I,FUNDENI,"3,894"
GALA?I,GHIDIGENI,"6,597"
GALA?I,GOHOR,"3,469"
GALA?I,GRIVITA,"3,750"
GALA?I,INDEPENDENTA,"4,755"
GALA?I,IVESTI,"9,634"
GALA?I,JORASTI,"1,858"
GALA?I,LIESTI,"10,608"
GALA?I,MASTACANI,"4,723"
GALA?I,MATCA,"12,093"
GALA?I,MOVILENI,"3,249"
GALA?I,MUNTENI,"7,071"
GALA?I,NAMOLOASA,"2,010"
GALA?I,NEGRILESTI,"2,941"
GALA?I,NICORESTI,"3,886"
GALA?I,OANCEA,"1,392"
GALA?I,PECHEA,"11,188"
GALA?I,PISCU,"4,935"
GALA?I,POIANA,"1,846"
GALA?I,PRIPONESTI,"2,333"
GALA?I,RADESTI,"1,469"
GALA?I,REDIU,"2,024"
GALA?I,SCHELA,"3,874"
GALA?I,SCINTEIESTI,"2,445"
GALA?I,SENDRENI,"4,300"
GALA?I,SLOBOZIA-CONACHI,"3,569"
GALA?I,SMIRDAN,"5,325"
GALA?I,SMULTI,"1,355"
GALA?I,SUCEVENI,"1,934"
GALA?I,SUHURLUI,"1,563"
GALA?I,TEPU,"2,563"
GALA?I,TUDOR-VLADIMIRESCU,"5,442"
GALA?I,TULUCESTI,"7,460"
GALA?I,UMBRARESTI,"6,991"
GALA?I,VALEA-MARULUI,"3,571"
GALA?I,VINATORI,"5,314"
GALA?I,VIRLEZI,"2,064"
GALA?I,VLADESTI,"1,965"
GALATI Total,,"601,188"
GIURGIU,GIURGIU,"65,756"
GIURGIU,BOLINTIN VALE,"12,813"
GIURGIU,MIHAILESTI,"7,557"
GIURGIU,ADUNATII COPACENI,"6,505"
GIURGIU,BANEASA,"5,095"
GIURGIU,BOLINTIN DEAL,"6,176"
GIURGIU,BUCSANI,"3,699"
GIURGIU,BULBUCATA,"1,382"
GIURGIU,BUTURUGENI,"3,927"
GIURGIU,CALUGARENI,"6,093"
GIURGIU,CLEJANI,"3,409"
GIURGIU,COLIBASI,"3,387"
GIURGIU,COMANA,"7,310"
GIURGIU,COSOBA,"2,449"
GIURGIU,CREVEDIA MARE,"5,010"
GIURGIU,DAIA,"2,643"
GIURGIU,FLORESTI STOENESTI,"8,824"
GIURGIU,FRATESTI,"5,679"
GIURGIU,GAISENI,"5,522"
GIURGIU,GAUJANI,"2,437"
GIURGIU,GHIMPATI,"5,501"
GIURGIU,GOGOSARI,"1,929"
GIURGIU,GOSTINARI,"2,518"
GIURGIU,GOSTINU,"2,028"
GIURGIU,GRADINARI,"3,301"
GIURGIU,GREACA,"2,347"
GIURGIU,HERESTI,"2,284"
GIURGIU,HOTARELE,"3,442"
GIURGIU,IEPURESTI,"1,782"
GIURGIU,ISVOARELE,"1,931"
GIURGIU,IZVOARELE,"3,678"
GIURGIU,JOITA,"3,391"
GIURGIU,LETCA NOUA,"3,334"
GIURGIU,MALU,"2,444"
GIURGIU,MARSA,"2,727"
GIURGIU,MIHAI BRAVU,"2,450"
GIURGIU,OGREZENI,"4,604"
GIURGIU,OINACU,"3,490"
GIURGIU,PRUNDU,"4,253"
GIURGIU,PUTINEIU,"2,564"
GIURGIU,RASUCENI,"2,190"
GIURGIU,ROATA DE JOS,"8,171"
GIURGIU,SABARENI,"2,634"
GIURGIU,SCHITU,"1,807"
GIURGIU,SINGURENI,"3,088"
GIURGIU,SLOBOZIA,"2,458"
GIURGIU,STANESTI,"2,893"
GIURGIU,STOENESTI,"2,024"
GIURGIU,TOPORU,"2,066"
GIURGIU,ULMI,"7,665"
GIURGIU,VALEA DRAGULUI,"2,939"
GIURGIU,VANATORII MICI,"4,514"
GIURGIU,VARASTI,"5,786"
GIURGIU,VEDEA,"2,781"
GIURGIU Total,,"276,687"
GORJ,TG-JIU,"95,964"
GORJ,MOTRU,"21,670"
GORJ,BUMBESTI-JIU,"10,095"
GORJ,NOVACI,"5,908"
GORJ,ROVINARI,"13,291"
GORJ,TG-CARBUNESTI,"8,821"
GORJ,TICLENI,"5,094"
GORJ,TISMANA,"7,550"
GORJ,TURCENI,"8,131"
GORJ,ALBENI,"2,959"
GORJ,ALIMPESTI,"2,066"
GORJ,ANINOASA,"3,822"
GORJ,ARCANI,"1,339"
GORJ,BAIA DE FIER,"4,183"
GORJ,BALANESTI,"2,177"
GORJ,BALESTI,"7,607"
GORJ,BARBATESTI,"1,741"
GORJ,BENGESTI CIOCADIA,"3,219"
GORJ,BERLESTI,"2,249"
GORJ,BILTENI,"7,634"
GORJ,BOLBOSI,"3,251"
GORJ,BORASCU,"3,475"
GORJ,BRANESTI,"2,441"
GORJ,BUMBESTI PITIC,"2,263"
GORJ,BUSTUCHIN,"3,393"
GORJ,CAPRENI,"2,037"
GORJ,CATUNELE,"2,633"
GORJ,CILNIC,"2,179"
GORJ,CIUPERCENI,"1,760"
GORJ,CRASNA,"5,027"
GORJ,CRUSET,"3,409"
GORJ,DANCIULESTI,"2,552"
GORJ,DANESTI,"3,743"
GORJ,DRAGOTESTI,"2,604"
GORJ,DRAGUTESTI,"5,324"
GORJ,FARCASESTI,"3,371"
GORJ,GLOGOVA,"1,870"
GORJ,GODINESTI,"2,131"
GORJ,HUREZANI,"1,675"
GORJ,IONESTI,"2,430"
GORJ,JUPINESTI,"2,257"
GORJ,LELESTI,"1,836"
GORJ,LICURICI,"2,318"
GORJ,LOGRESTI,"2,739"
GORJ,MATASARI,"5,219"
GORJ,MUSETESTI,"2,014"
GORJ,NEGOMIR,"3,814"
GORJ,PADES,"4,951"
GORJ,PESTISANI,"3,928"
GORJ,PLOPSORU,"6,759"
GORJ,POLOVRAGI,"2,873"
GORJ,PRIGORIA,"3,113"
GORJ,ROSIA DE AMARADIA,"3,163"
GORJ,RUNCU,"5,383"
GORJ,SACELU,"1,595"
GORJ,SAMARINESTI,"1,847"
GORJ,SAULESTI,"2,246"
GORJ,SCHELA,"1,674"
GORJ,SCOARTA,"4,855"
GORJ,SLIVILESTI,"3,532"
GORJ,STANESTI,"2,478"
GORJ,STEJARI,"2,817"
GORJ,STOINA,"2,419"
GORJ,TELESTI,"2,814"
GORJ,TINTARENI,"5,699"
GORJ,TURBUREA,"4,510"
GORJ,TURCINESTI,"2,174"
GORJ,URDARI,"3,037"
GORJ,VAGIULESTI,"2,632"
GORJ,VLADIMIR,"3,077"
GORJ Total,,"370,861"
HARGHITA,MIERCUREA-CIUC,"40,791"
HARGHITA,GHEORGHENI,"19,502"
HARGHITA,ODORHEIU-SECUIESC,"35,970"
HARGHITA,TOPLI?A,"15,073"
HARGHITA,B?ILE-TU?NAD,"1,564"
HARGHITA,B?LAN,"7,037"
HARGHITA,BORSEC,"2,711"
HARGHITA,CRISTURU-SECUIESC,"10,193"
HARGHITA,VL?HI?A,"7,117"
HARGHITA,ATID,"2,891"
HARGHITA,AVR?ME?TI,"2,626"
HARGHITA,BILBOR,"2,677"
HARGHITA,BR?DE?TI,"1,879"
HARGHITA,C?PaLNI?A,"2,044"
HARGHITA,CaR?A,"2,723"
HARGHITA,CICEU,"2,802"
HARGHITA,CIUCSaNGEORGIU,"4,842"
HARGHITA,CIUMANI,"4,385"
HARGHITA,CORBU,"1,574"
HARGHITA,CORUND,"6,427"
HARGHITA,COZMENI,"2,178"
HARGHITA,D?NE?TI,"2,315"
HARGHITA,DaRJIU,"1,069"
HARGHITA,DEALU,"4,001"
HARGHITA,DITR?U,"5,687"
HARGHITA,FELICENI,"3,408"
HARGHITA,FRUMOASA,"3,694"
HARGHITA,G?L?U?A?,"2,672"
HARGHITA,JOSENI,"5,685"
HARGHITA,L?ZAREA,"3,404"
HARGHITA,LELICENI,"2,041"
HARGHITA,LUETA,"3,596"
HARGHITA,LUNCA DE JOS,"5,330"
HARGHITA,LUNCA DE SUS,"3,450"
HARGHITA,LUPENI,"4,544"
HARGHITA,M?D?RA?,"2,222"
HARGHITA,M?RTINI?,"3,184"
HARGHITA,MERE?TI,"1,333"
HARGHITA,MIH?ILENI,"2,654"
HARGHITA,MUGENI,"3,753"
HARGHITA,OCLAND,"1,281"
HARGHITA,P?ULENI-CIUC,"1,878"
HARGHITA,PL?IE?II DE JOS,"2,922"
HARGHITA,PORUMBENI,"1,882"
HARGHITA,PRAID,"6,689"
HARGHITA,RACU,"1,608"
HARGHITA,REMETEA,"6,168"
HARGHITA,SATU-MARE,"1,993"
HARGHITA,S?CEL,"1,262"
HARGHITA,S?RMA?,"4,012"
HARGHITA,SaNCR?IENI,"2,633"
HARGHITA,SaNDOMINIC,"6,395"
HARGHITA,SaNMARTIN,"2,368"
HARGHITA,SaNSIMION,"3,591"
HARGHITA,SaNTIMBRU,"2,079"
HARGHITA,SECUIENI,"2,799"
HARGHITA,SICULENI,"2,854"
HARGHITA,SUBCETATE,"1,904"
HARGHITA,SUSENI,"5,034"
HARGHITA,?IMONE?TI,"3,860"
HARGHITA,TOME?TI,"2,637"
HARGHITA,TULGHE?,"3,219"
HARGHITA,TU?NAD,"2,076"
HARGHITA,ULIE?,"1,280"
HARGHITA,V?R?AG,"1,555"
HARGHITA,VO?LOBENI,"2,003"
HARGHITA,ZETEA,"5,844"
HARGHITA Total,,"322,874"
HUNEDOARA,DEVA,"65,351"
HUNEDOARA,BRAD,"15,170"
HUNEDOARA,HUNEDOARA,"67,390"
HUNEDOARA,LUPENI,"27,687"
HUNEDOARA,ORASTIE,"21,048"
HUNEDOARA,PETROSANI,"40,925"
HUNEDOARA,VULCAN,"27,364"
HUNEDOARA,ANINOASA,"4,524"
HUNEDOARA,CALAN,"12,495"
HUNEDOARA,GEOAGIU,"5,520"
HUNEDOARA,HATEG,"10,802"
HUNEDOARA,PETRILA,"23,913"
HUNEDOARA,SIMERIA,"13,171"
HUNEDOARA,URICANI,"8,954"
HUNEDOARA,BACIA,"1,878"
HUNEDOARA,BAIA DE CRIS,"2,680"
HUNEDOARA,BAITA,"3,736"
HUNEDOARA,BALSA,863
HUNEDOARA,BANITA,"1,318"
HUNEDOARA,BARU MARE,"2,865"
HUNEDOARA,BATRANA,143
HUNEDOARA,BERIU,"3,221"
HUNEDOARA,BLAJENI,"1,144"
HUNEDOARA,BOSOROD,"2,020"
HUNEDOARA,BRANISCA,"1,691"
HUNEDOARA,BRETEA ROMANA,"2,931"
HUNEDOARA,BUCES,"1,957"
HUNEDOARA,BUCURESCI,"1,594"
HUNEDOARA,BULZESTI,305
HUNEDOARA,BUNILA,341
HUNEDOARA,BURJUC,860
HUNEDOARA,CARJITI,668
HUNEDOARA,CERBAL,470
HUNEDOARA,CERTEJUL DE SUS,"3,117"
HUNEDOARA,CRISCIOR,"3,971"
HUNEDOARA,DENSUS,"1,512"
HUNEDOARA,DOBRA,"3,270"
HUNEDOARA,GENERAL BERTHELOT,984
HUNEDOARA,GHELARI,"2,047"
HUNEDOARA,GURASADA,"1,506"
HUNEDOARA,HARAU,"2,170"
HUNEDOARA,ILIA,"3,750"
HUNEDOARA,LAPUGIU DE SUS,"1,549"
HUNEDOARA,LELESE,426
HUNEDOARA,LUNCA CERNII,846
HUNEDOARA,LUNCOIUL DE JOS,"1,852"
HUNEDOARA,MARTINESTI,971
HUNEDOARA,ORASTIOARA DE SUS,"2,194"
HUNEDOARA,PESTISU MIC,"1,238"
HUNEDOARA,PUI,"4,276"
HUNEDOARA,RACHITOVA,"1,314"
HUNEDOARA,RAPOLTU MARE,"1,935"
HUNEDOARA,RIBITA,"1,415"
HUNEDOARA,RIU DE MORI,"3,173"
HUNEDOARA,ROMOS,"2,828"
HUNEDOARA,SALASU DE SUS,"2,366"
HUNEDOARA,SARMISEGETUSA,"1,233"
HUNEDOARA,SINTAMARIA ORLEA,"3,158"
HUNEDOARA,SOIMUS,"3,532"
HUNEDOARA,TELIUC,"2,454"
HUNEDOARA,TOMESTI,"1,073"
HUNEDOARA,TOPLITA,791
HUNEDOARA,TOTESTI,"1,877"
HUNEDOARA,TURDAS,"2,043"
HUNEDOARA,VALISOARA,"1,252"
HUNEDOARA,VATA DE JOS,"3,705"
HUNEDOARA,VETEL,"2,783"
HUNEDOARA,VORTA,821
HUNEDOARA,ZAM,"1,630"
HUNEDOARA Total,,"450,061"
IALOMI?A,SLOBOZIA,"51,079"
IALOMI?A,FETESTI,"33,588"
IALOMI?A,URZICENI,"16,751"
IALOMI?A,AMARA,"8,024"
IALOMI?A,CAZANESTI,"3,462"
IALOMI?A,FIERBINTI TARG,"4,508"
IALOMI?A,TANDAREI,"13,222"
IALOMI?A,ADANCATA,"2,539"
IALOMI?A,ALBESTI,"1,115"
IALOMI?A,ALEXENI,"2,258"
IALOMI?A,ANDRASESTI,"2,189"
IALOMI?A,ARMASESTI,"2,250"
IALOMI?A,AXINTELE,"2,356"
IALOMI?A,BALACIU,"1,604"
IALOMI?A,BARBULESTI,"6,566"
IALOMI?A,BARCANESTI,"3,503"
IALOMI?A,BORANESTI,"2,937"
IALOMI?A,BORDUSANI,"5,008"
